qid,dataset,question,failure_label,secondary_failure_label,rewrite_type,query
klue_mrc_validation_q_001320,klue_mrc,무인결제를 실행할 것이라고 말한 인물의 이름은?,entity_ambiguity,,keyword_rewrite,무인결제 실행할 것이 말한 인물 이름 역할
klue_mrc_validation_q_001320,klue_mrc,무인결제를 실행할 것이라고 말한 인물의 이름은?,entity_ambiguity,,semantic_rewrite,무인결제 실행할 것이와 관련된 인물 이름 역할를 더 명확히 묻는 질문
klue_mrc_validation_q_001320,klue_mrc,무인결제를 실행할 것이라고 말한 인물의 이름은?,entity_ambiguity,,structured_rewrite,entity: 무인결제 실행할 것이 / 관계: 인물 이름 역할 / 요구정보: 인물·주체
klue_mrc_validation_q_001320,klue_mrc,무인결제를 실행할 것이라고 말한 인물의 이름은?,entity_ambiguity,,llm_rewrite,무인결제 실행할 것이와 연결된 인물·기관·장소 정보를 구체화해서 찾는 검색 질의
klue_mrc_validation_q_001502,klue_mrc,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?,lexical_mismatch,,original,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?
klue_mrc_validation_q_001502,klue_mrc,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?,lexical_mismatch,,keyword_rewrite,할인된 겨울용 타이어 마지막 값의 있는 날은 연도 시기 수치
klue_mrc_validation_q_001502,klue_mrc,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?,lexical_mismatch,,semantic_rewrite,할인된 겨울용 타이어에 대해 숫자·연도 정보를 찾는 질문
klue_mrc_validation_q_001502,klue_mrc,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?,lexical_mismatch,,structured_rewrite,대상: 할인된 겨울용 타이어 / 속성: 숫자·연도 정보 / 질문유형: 숫자·연도
klue_mrc_validation_q_001502,klue_mrc,할인된 값의 겨울용 타이어를 살 수 있는 마지막 날은?,lexical_mismatch,,llm_rewrite,할인된 겨울용 타이어 관련 문서에서 숫자·연도 정보를 찾기 위한 자연어 검색 질의
klue_mrc_validation_q_001578,klue_mrc,작년보다 실적이 상승한 회사는?,missing_key_term,,original,작년보다 실적이 상승한 회사는?
klue_mrc_validation_q_001578,klue_mrc,작년보다 실적이 상승한 회사는?,missing_key_term,,keyword_rewrite,상승한 작년 실적 회사 정답 정보
klue_mrc_validation_q_001578,klue_mrc,작년보다 실적이 상승한 회사는?,missing_key_term,,semantic_rewrite,상승한 작년 실적와 관련해 필요한 정보인 정답 정보를 명확히 묻는 질문
klue_mrc_validation_q_001578,klue_mrc,작년보다 실적이 상승한 회사는?,missing_key_term,,structured_rewrite,대상: 상승한 작년 실적 / 필요한 정보: 정답 정보 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_001578,klue_mrc,작년보다 실적이 상승한 회사는?,missing_key_term,,llm_rewrite,상승한 작년 실적의 정답 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_001736,klue_mrc,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?,numeric_temporal_mismatch,,original,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?
klue_mrc_validation_q_001736,klue_mrc,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?,numeric_temporal_mismatch,,keyword_rewrite,주인공 복수 위해 문신 이용 내용 작품
klue_mrc_validation_q_001736,klue_mrc,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?,numeric_temporal_mismatch,,semantic_rewrite,주인공 복수 위해에 대한 위해 정보는 무엇인가?
klue_mrc_validation_q_001736,klue_mrc,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?,numeric_temporal_mismatch,,structured_rewrite,대상: 주인공 복수 위해 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 위해
klue_mrc_validation_q_001736,klue_mrc,주인공이 복수를 위해 문신을 이용하는 내용의 작품은?,numeric_temporal_mismatch,,llm_rewrite,주인공 복수 위해에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_001749,klue_mrc,제품군을 늘리기 위해 국내 기업들이 택한 방법은?,numeric_temporal_mismatch,,original,제품군을 늘리기 위해 국내 기업들이 택한 방법은?
klue_mrc_validation_q_001749,klue_mrc,제품군을 늘리기 위해 국내 기업들이 택한 방법은?,numeric_temporal_mismatch,,keyword_rewrite,제품군 늘리기 기업들 위해 국내 택한 방법
klue_mrc_validation_q_001749,klue_mrc,제품군을 늘리기 위해 국내 기업들이 택한 방법은?,numeric_temporal_mismatch,,semantic_rewrite,제품군 늘리기 기업들에 대한 위해 정보는 무엇인가?
klue_mrc_validation_q_001749,klue_mrc,제품군을 늘리기 위해 국내 기업들이 택한 방법은?,numeric_temporal_mismatch,,structured_rewrite,대상: 제품군 늘리기 기업들 / 요구정보: 방법·과정 / 숫자·시간 조건: 위해
klue_mrc_validation_q_001749,klue_mrc,제품군을 늘리기 위해 국내 기업들이 택한 방법은?,numeric_temporal_mismatch,,llm_rewrite,제품군 늘리기 기업들에서 특정 숫자나 시간 조건에 해당하는 방법·과정를 찾는 검색 질의
klue_mrc_validation_q_001763,klue_mrc,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?",numeric_temporal_mismatch,,original,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?"
klue_mrc_validation_q_001763,klue_mrc,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?",numeric_temporal_mismatch,,keyword_rewrite,소매판매 올랐나 금년 1월 2월 작년 같은 달에 비해 몇
klue_mrc_validation_q_001763,klue_mrc,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?",numeric_temporal_mismatch,,semantic_rewrite,소매판매 올랐나 금년에 대한 금년 1월 2월 작년 비해 몇 정보는 무엇인가?
klue_mrc_validation_q_001763,klue_mrc,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?",numeric_temporal_mismatch,,structured_rewrite,대상: 소매판매 올랐나 금년 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 금년 1월 2월 작년 비해 몇
klue_mrc_validation_q_001763,klue_mrc,"금년 1월, 2월의 소매판매는 작년 같은 달에 비해 몇 % 올랐나?",numeric_temporal_mismatch,,llm_rewrite,소매판매 올랐나 금년에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_001811,klue_mrc,민관합동공동위원장을 했던 인물이 교수인 곳은?,lexical_mismatch,,original,민관합동공동위원장을 했던 인물이 교수인 곳은?
klue_mrc_validation_q_001811,klue_mrc,민관합동공동위원장을 했던 인물이 교수인 곳은?,lexical_mismatch,,keyword_rewrite,민관합동공동위원장 교수인 했던 인물 곳은 연도 시기 수치
klue_mrc_validation_q_001811,klue_mrc,민관합동공동위원장을 했던 인물이 교수인 곳은?,lexical_mismatch,,semantic_rewrite,민관합동공동위원장 교수인 했던에 대해 숫자·연도 정보를 찾는 질문
klue_mrc_validation_q_001811,klue_mrc,민관합동공동위원장을 했던 인물이 교수인 곳은?,lexical_mismatch,,structured_rewrite,대상: 민관합동공동위원장 교수인 했던 / 속성: 숫자·연도 정보 / 질문유형: 숫자·연도
klue_mrc_validation_q_001811,klue_mrc,민관합동공동위원장을 했던 인물이 교수인 곳은?,lexical_mismatch,,llm_rewrite,민관합동공동위원장 교수인 했던 관련 문서에서 숫자·연도 정보를 찾기 위한 자연어 검색 질의
klue_mrc_validation_q_001836,klue_mrc,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?,lexical_mismatch,,original,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?
klue_mrc_validation_q_001836,klue_mrc,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?,lexical_mismatch,,keyword_rewrite,되돌리자고 조세율 주장한 것에 대한 기존 사람 인물 이름
klue_mrc_validation_q_001836,klue_mrc,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?,lexical_mismatch,,semantic_rewrite,되돌리자고 조세율 주장한에 대해 인물·주체를 찾는 질문
klue_mrc_validation_q_001836,klue_mrc,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?,lexical_mismatch,,structured_rewrite,대상: 되돌리자고 조세율 주장한 / 속성: 인물·주체 / 질문유형: 인물·주체
klue_mrc_validation_q_001836,klue_mrc,탈 것에 대한 조세율을 기존으로 되돌리자고 주장한 사람은?,lexical_mismatch,,llm_rewrite,되돌리자고 조세율 주장한 관련 문서에서 인물·주체를 찾기 위한 자연어 검색 질의
klue_mrc_validation_q_001850,klue_mrc,감정노동자들의 어려움을 학문적으로 분석한 사람은?,entity_ambiguity,,original,감정노동자들의 어려움을 학문적으로 분석한 사람은?
klue_mrc_validation_q_001850,klue_mrc,감정노동자들의 어려움을 학문적으로 분석한 사람은?,entity_ambiguity,,keyword_rewrite,감정노동자들 어려움 학문적 분석한 사람 인물 이름 역할
klue_mrc_validation_q_001850,klue_mrc,감정노동자들의 어려움을 학문적으로 분석한 사람은?,entity_ambiguity,,semantic_rewrite,감정노동자들 어려움 학문적와 관련된 인물 이름 역할를 더 명확히 묻는 질문
klue_mrc_validation_q_001850,klue_mrc,감정노동자들의 어려움을 학문적으로 분석한 사람은?,entity_ambiguity,,structured_rewrite,entity: 감정노동자들 어려움 학문적 / 관계: 인물 이름 역할 / 요구정보: 인물·주체
klue_mrc_validation_q_001850,klue_mrc,감정노동자들의 어려움을 학문적으로 분석한 사람은?,entity_ambiguity,,llm_rewrite,감정노동자들 어려움 학문적와 연결된 인물·기관·장소 정보를 구체화해서 찾는 검색 질의
klue_mrc_validation_q_002051,klue_mrc,금리 인상을 요구한 곳은?,missing_key_term,,original,금리 인상을 요구한 곳은?
klue_mrc_validation_q_002051,klue_mrc,금리 인상을 요구한 곳은?,missing_key_term,,keyword_rewrite,요구한 금리 인상 곳은 정답 정보
klue_mrc_validation_q_002051,klue_mrc,금리 인상을 요구한 곳은?,missing_key_term,,semantic_rewrite,요구한 금리 인상와 관련해 필요한 정보인 정답 정보를 명확히 묻는 질문
klue_mrc_validation_q_002051,klue_mrc,금리 인상을 요구한 곳은?,missing_key_term,,structured_rewrite,대상: 요구한 금리 인상 / 필요한 정보: 정답 정보 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_002051,klue_mrc,금리 인상을 요구한 곳은?,missing_key_term,,llm_rewrite,요구한 금리 인상의 정답 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_002142,klue_mrc,내년 취업을 준비하는 사람은 몇 명인가?,numeric_temporal_mismatch,,original,내년 취업을 준비하는 사람은 몇 명인가?
klue_mrc_validation_q_002142,klue_mrc,내년 취업을 준비하는 사람은 몇 명인가?,numeric_temporal_mismatch,,keyword_rewrite,내년 취업 준비 사람 명인 몇
klue_mrc_validation_q_002142,klue_mrc,내년 취업을 준비하는 사람은 몇 명인가?,numeric_temporal_mismatch,,semantic_rewrite,내년 취업 준비에 대한 내년 몇 명인 정보는 무엇인가?
klue_mrc_validation_q_002142,klue_mrc,내년 취업을 준비하는 사람은 몇 명인가?,numeric_temporal_mismatch,,structured_rewrite,대상: 내년 취업 준비 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 내년 몇 명인
klue_mrc_validation_q_002142,klue_mrc,내년 취업을 준비하는 사람은 몇 명인가?,numeric_temporal_mismatch,,llm_rewrite,내년 취업 준비에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_002241,klue_mrc,비욘 굴든이 올림픽 금메달을 가져간 해는?,numeric_temporal_mismatch,,original,비욘 굴든이 올림픽 금메달을 가져간 해는?
klue_mrc_validation_q_002241,klue_mrc,비욘 굴든이 올림픽 금메달을 가져간 해는?,numeric_temporal_mismatch,,keyword_rewrite,올림픽 금메달 가져간 비욘 굴든 해는
klue_mrc_validation_q_002241,klue_mrc,비욘 굴든이 올림픽 금메달을 가져간 해는?,numeric_temporal_mismatch,,semantic_rewrite,올림픽 금메달 가져간에 대한 해는 정보는 무엇인가?
klue_mrc_validation_q_002241,klue_mrc,비욘 굴든이 올림픽 금메달을 가져간 해는?,numeric_temporal_mismatch,,structured_rewrite,대상: 올림픽 금메달 가져간 / 요구정보: 정답 정보 / 숫자·시간 조건: 해는
klue_mrc_validation_q_002241,klue_mrc,비욘 굴든이 올림픽 금메달을 가져간 해는?,numeric_temporal_mismatch,,llm_rewrite,올림픽 금메달 가져간에서 특정 숫자나 시간 조건에 해당하는 정답 정보를 찾는 검색 질의
klue_mrc_validation_q_002248,klue_mrc,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?,lexical_mismatch,,original,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?
klue_mrc_validation_q_002248,klue_mrc,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?,lexical_mismatch,,keyword_rewrite,우리나라 재해 인해 특정 제품 없게 국가 연도 시기 수치
klue_mrc_validation_q_002248,klue_mrc,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?,lexical_mismatch,,semantic_rewrite,우리나라 재해 인해에 대해 숫자·연도 정보를 찾는 질문
klue_mrc_validation_q_002248,klue_mrc,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?,lexical_mismatch,,structured_rewrite,대상: 우리나라 재해 인해 / 속성: 숫자·연도 정보 / 질문유형: 숫자·연도
klue_mrc_validation_q_002248,klue_mrc,재해로 인해 특정 제품을 우리나라에 팔 수 없게 된 국가는?,lexical_mismatch,,llm_rewrite,우리나라 재해 인해 관련 문서에서 숫자·연도 정보를 찾기 위한 자연어 검색 질의
klue_mrc_validation_q_002328,klue_mrc,객실 리모델링 이전에 진행된 리모델링은 언제인가?,numeric_temporal_mismatch,,original,객실 리모델링 이전에 진행된 리모델링은 언제인가?
klue_mrc_validation_q_002328,klue_mrc,객실 리모델링 이전에 진행된 리모델링은 언제인가?,numeric_temporal_mismatch,,keyword_rewrite,리모델링 진행된 언제인 객실 이전 언제 시기 날짜
klue_mrc_validation_q_002328,klue_mrc,객실 리모델링 이전에 진행된 리모델링은 언제인가?,numeric_temporal_mismatch,,semantic_rewrite,리모델링 진행된 언제인에 대한 언제 시기 날짜 정보는 무엇인가?
klue_mrc_validation_q_002328,klue_mrc,객실 리모델링 이전에 진행된 리모델링은 언제인가?,numeric_temporal_mismatch,,structured_rewrite,대상: 리모델링 진행된 언제인 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 언제 시기 날짜
klue_mrc_validation_q_002328,klue_mrc,객실 리모델링 이전에 진행된 리모델링은 언제인가?,numeric_temporal_mismatch,,llm_rewrite,리모델링 진행된 언제인에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_002356,klue_mrc,장제스의 아들이 사망한 해는?,missing_key_term,,original,장제스의 아들이 사망한 해는?
klue_mrc_validation_q_002356,klue_mrc,장제스의 아들이 사망한 해는?,missing_key_term,,keyword_rewrite,장제스 사망한 아들 해는 정답 정보
klue_mrc_validation_q_002356,klue_mrc,장제스의 아들이 사망한 해는?,missing_key_term,,semantic_rewrite,장제스 사망한 아들와 관련해 필요한 정보인 정답 정보를 명확히 묻는 질문
klue_mrc_validation_q_002356,klue_mrc,장제스의 아들이 사망한 해는?,missing_key_term,,structured_rewrite,대상: 장제스 사망한 아들 / 필요한 정보: 정답 정보 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_002356,klue_mrc,장제스의 아들이 사망한 해는?,missing_key_term,,llm_rewrite,장제스 사망한 아들의 정답 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_002367,klue_mrc,2011년 명예퇴직을 한 사람은 몇 명인가?,numeric_temporal_mismatch,,original,2011년 명예퇴직을 한 사람은 몇 명인가?
klue_mrc_validation_q_002367,klue_mrc,2011년 명예퇴직을 한 사람은 몇 명인가?,numeric_temporal_mismatch,,keyword_rewrite,2011년 명예퇴직 사람 명인 몇
klue_mrc_validation_q_002367,klue_mrc,2011년 명예퇴직을 한 사람은 몇 명인가?,numeric_temporal_mismatch,,semantic_rewrite,2011년 명예퇴직 사람에 대한 2011년 명예퇴직 몇 명인 정보는 무엇인가?
klue_mrc_validation_q_002367,klue_mrc,2011년 명예퇴직을 한 사람은 몇 명인가?,numeric_temporal_mismatch,,structured_rewrite,대상: 2011년 명예퇴직 사람 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 2011년 명예퇴직 몇 명인
klue_mrc_validation_q_002367,klue_mrc,2011년 명예퇴직을 한 사람은 몇 명인가?,numeric_temporal_mismatch,,llm_rewrite,2011년 명예퇴직 사람에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_002458,klue_mrc,회사의 합병을 주장한 사람은?,missing_key_term,,original,회사의 합병을 주장한 사람은?
klue_mrc_validation_q_002458,klue_mrc,회사의 합병을 주장한 사람은?,missing_key_term,,keyword_rewrite,주장한 회사 합병 사람 인물·주체
klue_mrc_validation_q_002458,klue_mrc,회사의 합병을 주장한 사람은?,missing_key_term,,semantic_rewrite,주장한 회사 합병와 관련해 필요한 정보인 인물·주체를 명확히 묻는 질문
klue_mrc_validation_q_002458,klue_mrc,회사의 합병을 주장한 사람은?,missing_key_term,,structured_rewrite,대상: 주장한 회사 합병 / 필요한 정보: 인물·주체 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_002458,klue_mrc,회사의 합병을 주장한 사람은?,missing_key_term,,llm_rewrite,주장한 회사 합병의 인물·주체가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_002530,klue_mrc,대형 연료전지 수입에 어려움을 겪는 사람은?,numeric_temporal_mismatch,,original,대형 연료전지 수입에 어려움을 겪는 사람은?
klue_mrc_validation_q_002530,klue_mrc,대형 연료전지 수입에 어려움을 겪는 사람은?,numeric_temporal_mismatch,,keyword_rewrite,연료전지 어려움 대형 수입 겪는 사람 숫자 시간 조건
klue_mrc_validation_q_002530,klue_mrc,대형 연료전지 수입에 어려움을 겪는 사람은?,numeric_temporal_mismatch,,semantic_rewrite,연료전지 어려움 대형에 대한 숫자 시간 조건 정보는 무엇인가?
klue_mrc_validation_q_002530,klue_mrc,대형 연료전지 수입에 어려움을 겪는 사람은?,numeric_temporal_mismatch,,structured_rewrite,대상: 연료전지 어려움 대형 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 숫자 시간 조건
klue_mrc_validation_q_002530,klue_mrc,대형 연료전지 수입에 어려움을 겪는 사람은?,numeric_temporal_mismatch,,llm_rewrite,연료전지 어려움 대형에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_002593,klue_mrc,집권 여당의 이름은?,missing_key_term,,original,집권 여당의 이름은?
klue_mrc_validation_q_002593,klue_mrc,집권 여당의 이름은?,missing_key_term,,keyword_rewrite,집권 여당 이름 정답 정보
klue_mrc_validation_q_002593,klue_mrc,집권 여당의 이름은?,missing_key_term,,semantic_rewrite,집권 여당 이름와 관련해 필요한 정보인 정답 정보를 명확히 묻는 질문
klue_mrc_validation_q_002593,klue_mrc,집권 여당의 이름은?,missing_key_term,,structured_rewrite,대상: 집권 여당 이름 / 필요한 정보: 정답 정보 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_002593,klue_mrc,집권 여당의 이름은?,missing_key_term,,llm_rewrite,집권 여당 이름의 정답 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_002619,klue_mrc,세미나 온라인 중계권을 독점한 기업은?,entity_ambiguity,,original,세미나 온라인 중계권을 독점한 기업은?
klue_mrc_validation_q_002619,klue_mrc,세미나 온라인 중계권을 독점한 기업은?,entity_ambiguity,,keyword_rewrite,세미나 온라인 중계권 독점한 기업 기관 관계
klue_mrc_validation_q_002619,klue_mrc,세미나 온라인 중계권을 독점한 기업은?,entity_ambiguity,,semantic_rewrite,세미나 온라인 중계권와 관련된 기업 기관 관계를 더 명확히 묻는 질문
klue_mrc_validation_q_002619,klue_mrc,세미나 온라인 중계권을 독점한 기업은?,entity_ambiguity,,structured_rewrite,entity: 세미나 온라인 중계권 / 관계: 기업 기관 관계 / 요구정보: 정답 정보
klue_mrc_validation_q_002619,klue_mrc,세미나 온라인 중계권을 독점한 기업은?,entity_ambiguity,,llm_rewrite,세미나 온라인 중계권와 연결된 인물·기관·장소 정보를 구체화해서 찾는 검색 질의
klue_mrc_validation_q_002641,klue_mrc,티치아노가 만든 작품의 이름은?,missing_key_term,,original,티치아노가 만든 작품의 이름은?
klue_mrc_validation_q_002641,klue_mrc,티치아노가 만든 작품의 이름은?,missing_key_term,,keyword_rewrite,티치아노 만든 작품 이름 정답 정보
klue_mrc_validation_q_002641,klue_mrc,티치아노가 만든 작품의 이름은?,missing_key_term,,semantic_rewrite,티치아노 만든 작품와 관련해 필요한 정보인 정답 정보를 명확히 묻는 질문
klue_mrc_validation_q_002641,klue_mrc,티치아노가 만든 작품의 이름은?,missing_key_term,,structured_rewrite,대상: 티치아노 만든 작품 / 필요한 정보: 정답 정보 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_002641,klue_mrc,티치아노가 만든 작품의 이름은?,missing_key_term,,llm_rewrite,티치아노 만든 작품의 정답 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_002682,klue_mrc,의원 질의에 답변한 인물의 이름은?,entity_ambiguity,,original,의원 질의에 답변한 인물의 이름은?
klue_mrc_validation_q_002682,klue_mrc,의원 질의에 답변한 인물의 이름은?,entity_ambiguity,,keyword_rewrite,답변한 의원 질의 인물 이름 역할
klue_mrc_validation_q_002682,klue_mrc,의원 질의에 답변한 인물의 이름은?,entity_ambiguity,,semantic_rewrite,답변한 의원 질의와 관련된 인물 이름 역할를 더 명확히 묻는 질문
klue_mrc_validation_q_002682,klue_mrc,의원 질의에 답변한 인물의 이름은?,entity_ambiguity,,structured_rewrite,entity: 답변한 의원 질의 / 관계: 인물 이름 역할 / 요구정보: 인물·주체
klue_mrc_validation_q_002682,klue_mrc,의원 질의에 답변한 인물의 이름은?,entity_ambiguity,,llm_rewrite,답변한 의원 질의와 연결된 인물·기관·장소 정보를 구체화해서 찾는 검색 질의
klue_mrc_validation_q_002726,klue_mrc,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,numeric_temporal_mismatch,,original,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?
klue_mrc_validation_q_002726,klue_mrc,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,numeric_temporal_mismatch,,keyword_rewrite,수감되었던 행해졌는 개신교 가톨릭 신자들 시위
klue_mrc_validation_q_002726,klue_mrc,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,numeric_temporal_mismatch,,semantic_rewrite,수감되었던 행해졌는 개신교에 대한 개신교 시위 행해졌는 정보는 무엇인가?
klue_mrc_validation_q_002726,klue_mrc,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,numeric_temporal_mismatch,,structured_rewrite,대상: 수감되었던 행해졌는 개신교 / 요구정보: 숫자·연도 정보 / 숫자·시간 조건: 개신교 시위 행해졌는
klue_mrc_validation_q_002726,klue_mrc,개신교와 가톨릭 신자들이 수감되었던 시위는 어디에서 행해졌는가?,numeric_temporal_mismatch,,llm_rewrite,수감되었던 행해졌는 개신교에서 특정 숫자나 시간 조건에 해당하는 숫자·연도 정보를 찾는 검색 질의
klue_mrc_validation_q_002765,klue_mrc,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?",lexical_mismatch,,original,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?"
klue_mrc_validation_q_002765,klue_mrc,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?",lexical_mismatch,,keyword_rewrite,보상 이벤트 인원만 무엇인 가장 소수 받을 있는 연도 시기 수치
klue_mrc_validation_q_002765,klue_mrc,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?",lexical_mismatch,,semantic_rewrite,보상 이벤트 인원만에 대해 숫자·연도 정보를 찾는 질문
klue_mrc_validation_q_002765,klue_mrc,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?",lexical_mismatch,,structured_rewrite,대상: 보상 이벤트 인원만 / 속성: 숫자·연도 정보 / 질문유형: 숫자·연도
klue_mrc_validation_q_002765,klue_mrc,"이벤트 보상 중, 가장 소수의 인원만이 받을 수 있는 보상은 무엇인가?",lexical_mismatch,,llm_rewrite,보상 이벤트 인원만 관련 문서에서 숫자·연도 정보를 찾기 위한 자연어 검색 질의
klue_mrc_validation_q_002792,klue_mrc,이벤트에서 제외된 제품은?,missing_key_term,,original,이벤트에서 제외된 제품은?
klue_mrc_validation_q_002792,klue_mrc,이벤트에서 제외된 제품은?,missing_key_term,,keyword_rewrite,이벤트 제외된 제품 정답 정보
klue_mrc_validation_q_002792,klue_mrc,이벤트에서 제외된 제품은?,missing_key_term,,semantic_rewrite,이벤트 제외된 제품와 관련해 필요한 정보인 정답 정보를 명확히 묻는 질문
klue_mrc_validation_q_002792,klue_mrc,이벤트에서 제외된 제품은?,missing_key_term,,structured_rewrite,대상: 이벤트 제외된 제품 / 필요한 정보: 정답 정보 / 조건: 질문에 드러난 핵심 단서
klue_mrc_validation_q_002792,klue_mrc,이벤트에서 제외된 제품은?,missing_key_term,,llm_rewrite,이벤트 제외된 제품의 정답 정보가 드러나는 문서를 찾기 위한 구체적인 검색 질의
klue_mrc_validation_q_003059,klue_mrc,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?,lexical_mismatch,,original,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?
klue_mrc_validation_q_003059,klue_mrc,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?,lexical_mismatch,,keyword_rewrite,바뀌면서 급격히 증가한 차종 분류 판매 대수 것은 연도 시기 수치
klue_mrc_validation_q_003059,klue_mrc,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?,lexical_mismatch,,semantic_rewrite,바뀌면서 급격히 증가한에 대해 숫자·연도 정보를 찾는 질문
klue_mrc_validation_q_003059,klue_mrc,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?,lexical_mismatch,,structured_rewrite,대상: 바뀌면서 급격히 증가한 / 속성: 숫자·연도 정보 / 질문유형: 숫자·연도
klue_mrc_validation_q_003059,klue_mrc,차종 분류가 바뀌면서 판매 대수가 급격히 증가한 것은?,lexical_mismatch,,llm_rewrite,바뀌면서 급격히 증가한 관련 문서에서 숫자·연도 정보를 찾기 위한 자연어 검색 질의
klue_mrc_validation_q_003071,klue_mrc,명예의장의 역할을 했던 인물의 이름은?,entity_ambiguity,,original,명예의장의 역할을 했던 인물의 이름은?
klue_mrc_validation_q_003071,klue_mrc,명예의장의 역할을 했던 인물의 이름은?,entity_ambiguity,,keyword_rewrite,명예의장 역할 했던 인물 이름
klue_mrc_validation_q_003071,klue_mrc,명예의장의 역할을 했던 인물의 이름은?,entity_ambiguity,,semantic_rewrite,명예의장 역할 했던와 관련된 인물 이름 역할를 더 명확히 묻는 질문
klue_mrc_validation_q_003071,klue_mrc,명예의장의 역할을 했던 인물의 이름은?,entity_ambiguity,,structured_rewrite,entity: 명예의장 역할 했던 / 관계: 인물 이름 역할 / 요구정보: 인물·주체
